Project_ID,Display Width (Feet),Display Height (Feet),Total Area Sq Ft,Pixel Pitch,Cabinet Width (mm),Cabinet Height (mm),Module Width (mm),Module Height (mm),Aspect Ratio,Installation Type,Brightness (nits),Refresh Rate (Hz),Display Width (mm),Display Height (mm),Horizontal Pixels,Vertical Pixels,Total Pixels,Total Megapixels,Cabinets Horizontal,Cabinets Vertical,Total Cabinets,Modules per Cabinet,Total Modules,Estimated Data Rate (Gbps),Required Sending Cards,Required Receiving Cards,Redundancy Required,Control Mode,Controller Type,Controller Brand,Controller Model,Controller Series,Maximum Load Pixels,Maximum Width Pixels,Maximum Height Pixels,Maximum Ethernet Ports,Maximum Fiber Ports,Controller Units Required,Controller Load %,Recommended Usage,Reason for Selection,Selection Confidence %,Approx Controller Price (USD),Approx Controller Price (INR),Official Product URL,Official Datasheet URL,Manufacturer,Country,Availability,AI Explanation
PRJ-00029,21.0,11.02,231.42,P2.5,640,480,320,160,40:21,Indoor,1100,1920,6400,3360,2560,1344,3440640,3.441,10,7,70,6,420,5.698,1,70,No,Synchronous,Sync Sender/Processor,Colorlight,X6,X Series,3900000,8192,4096,6,0,1,88.2,Mid-size fixed installs,Smallest economical controller with >=10% headroom: 3.44MP load vs 3.90MP capacity (88.2% utilization); width 2560px <= 8192px and height 1344px <= 4096px limits satisfied.,91,650,54600,https://en.colorlightinside.com/products/,https://en.colorlightinside.com/service/download/,Colorlight,China,In Production,"The display resolution is 2560 x 1344 which equals 3.44 million pixels. Since the total pixel count exceeds the usable capacity of Huidu HD-T902B (2,600,000 px) but fits within the Colorlight X6 capacity of 3,900,000 px with a 10% safety margin (load 88.2%), the AI recommends Colorlight X6 (6x 1G Ethernet, 0x fiber). 6 Ethernet port(s) and 70 receiving card(s) are required for the 70-cabinet indoor P2.5 display."
PRJ-00030,3.78,1.89,7.14,P3,576,576,192,192,2:1,Indoor,5400,3840,1152,576,384,192,73728,0.074,2,1,2,9,18,0.122,1,2,No,Asynchronous (PC-free),Async Media Player/Card,Huidu,HD-D15,D Series,300000,4096,512,1,0,1,24.6,"LED posters, shelf strips",Smallest economical controller with >=10% headroom: 0.07MP load vs 0.30MP capacity (24.6% utilization); width 384px <= 4096px and height 192px <= 512px limits satisfied.,99,45,3780,https://www.huidu.cn/,https://www.huidu.cn/,Huidu,China,In Production,"The display resolution is 384 x 192 which equals 0.07 million pixels. Since the total pixel count fits within the Huidu HD-D15 capacity of 300,000 px with a 10% safety margin (load 24.6%), the AI recommends Huidu HD-D15 (1x 1G Ethernet, 0x fiber). 1 Ethernet port(s) and 2 receiving card(s) are required for the 2-cabinet indoor P3 display."
PRJ-00031,18.9,3.78,71.44,P3,576,576,192,192,5:1,Indoor,3600,3840,5760,1152,1920,384,737280,0.737,10,2,20,9,180,1.221,1,20,No,Asynchronous (PC-free),Async Media Player/Card,Colorlight,A4K,A Series,2300000,4096,2048,4,0,1,32.1,Premium cloud signage,Smallest economical controller with >=10% headroom: 0.74MP load vs 2.30MP capacity (32.1% utilization); width 1920px <= 4096px and height 384px <= 2048px limits satisfied.,98,390,32760,https://en.colorlightinside.com/products/,https://en.colorlightinside.com/service/download/,Colorlight,China,In Production,"The display resolution is 1920 x 384 which equals 0.74 million pixels. Since the total pixel count exceeds the usable capacity of Huidu HD-D35 (650,000 px) but fits within the Colorlight A4K capacity of 2,300,000 px with a 10% safety margin (load 32.1%), the AI recommends Colorlight A4K (4x 1G Ethernet, 0x fiber). 2 Ethernet port(s) and 20 receiving card(s) are required for the 20-cabinet indoor P3 display."
PRJ-00032,30.24,6.72,203.21,P4,512,512,256,128,9:2,Indoor,1700,3840,9216,2048,2304,512,1179648,1.18,18,4,72,8,576,1.953,1,72,No,Synchronous,Sync Sender/Processor,Colorlight,X4,X Series,2600000,8192,4096,4,0,1,45.4,Fixed indoor/outdoor signage,Smallest economical controller with >=10% headroom: 1.18MP load vs 2.60MP capacity (45.4% utilization); width 2304px <= 8192px and height 512px <= 4096px limits satisfied.,97,420,35280,https://en.colorlightinside.com/products/,https://en.colorlightinside.com/service/download/,Colorlight,China,In Production,"The display resolution is 2304 x 512 which equals 1.18 million pixels. Since the total pixel count exceeds the usable capacity of Colorlight S2 (1,310,000 px) but fits within the Colorlight X4 capacity of 2,600,000 px with a 10% safety margin (load 45.4%), the AI recommends Colorlight X4 (4x 1G Ethernet, 0x fiber). 2 Ethernet port(s) and 72 receiving card(s) are required for the 72-cabinet indoor P4 display."
PRJ-00033,2.1,6.3,13.23,P5,640,640,320,160,1:3,Indoor,6000,1920,640,1920,128,384,49152,0.049,1,3,3,8,24,0.081,1,3,No,Synchronous,Sync Sender/Processor,Huidu,HD-VP210,HD-VP Series,1300000,4096,2048,2,0,1,3.8,"Budget signage, small shops, rental basics",Smallest economical controller with >=10% headroom: 0.05MP load vs 1.30MP capacity (3.8% utilization); width 128px <= 4096px and height 384px <= 2048px limits satisfied.,99,260,21840,https://www.huidu.cn/,https://www.huidu.cn/,Huidu,China,In Production,"The display resolution is 128 x 384 which equals 0.05 million pixels. Since the total pixel count fits within the Huidu HD-VP210 capacity of 1,300,000 px with a 10% safety margin (load 3.8%), the AI recommends Huidu HD-VP210 (2x 1G Ethernet, 0x fiber). 1 Ethernet port(s) and 3 receiving card(s) are required for the 3-cabinet indoor P5 display."
PRJ-00034,25.2,9.45,238.14,P5,1280,960,320,160,8:3,Indoor,5300,3840,7680,2880,1536,576,884736,0.885,6,3,18,24,432,1.465,1,18,No,Synchronous,Sync Sender/Processor,Colorlight,X2m,X Series,1310000,4096,2048,2,0,1,67.5,Small installs needing USB playback,Smallest economical controller with >=10% headroom: 0.89MP load vs 1.31MP capacity (67.5% utilization); width 1536px <= 4096px and height 576px <= 2048px limits satisfied.,93,330,27720,https://en.colorlightinside.com/products/,https://en.colorlightinside.com/service/download/,Colorlight,China,In Production,"The display resolution is 1536 x 576 which equals 0.89 million pixels. Since the total pixel count exceeds the usable capacity of Huidu HD-A602 (950,000 px) but fits within the Colorlight X2m capacity of 1,310,000 px with a 10% safety margin (load 67.5%), the AI recommends Colorlight X2m (2x 1G Ethernet, 0x fiber). 2 Ethernet port(s) and 18 receiving card(s) are required for the 18-cabinet indoor P5 display."
PRJ-00035,14.7,11.02,161.99,P2,640,480,320,160,4:3,Indoor,1100,3840,4480,3360,2240,1680,3763200,3.763,7,7,49,6,294,6.232,1,49,No,Synchronous,Sync Sender/Processor,NovaStar,VX1000 Pro,VX Series,6500000,10240,8192,10,2,1,57.9,"Premium rental, e-sports",Smallest economical controller with >=10% headroom: 3.76MP load vs 6.50MP capacity (57.9% utilization); width 2240px <= 10240px and height 1680px <= 8192px limits satisfied.,93,3300,277200,https://www.novastar.tech/products/,https://www.novastar.tech/downloads/,NovaStar,China,In Production,"The display resolution is 2240 x 1680 which equals 3.76 million pixels. Since the total pixel count exceeds the usable capacity of Huidu HD-VP620 (3,900,000 px) but fits within the NovaStar VX1000 Pro capacity of 6,500,000 px with a 10% safety margin (load 57.9%), the AI recommends NovaStar VX1000 Pro (10x 1G Ethernet, 2x fiber). 6 Ethernet port(s) and 49 receiving card(s) are required for the 49-cabinet indoor P2 display."
PRJ-00036,1.61,1.61,2.59,P1.53,490,490,245,245,1:1,Indoor,1000,3840,490,490,320,320,102400,0.102,1,1,1,4,4,0.17,1,1,No,Asynchronous (PC-free),Async Media Player/Card,Huidu,HD-D15,D Series,300000,4096,512,1,0,1,34.1,"LED posters, shelf strips",Smallest economical controller with >=10% headroom: 0.10MP load vs 0.30MP capacity (34.1% utilization); width 320px <= 4096px and height 320px <= 512px limits satisfied.,98,45,3780,https://www.huidu.cn/,https://www.huidu.cn/,Huidu,China,In Production,"The display resolution is 320 x 320 which equals 0.10 million pixels. Since the total pixel count fits within the Huidu HD-D15 capacity of 300,000 px with a 10% safety margin (load 34.1%), the AI recommends Huidu HD-D15 (1x 1G Ethernet, 0x fiber). 1 Ethernet port(s) and 1 receiving card(s) are required for the 1-cabinet indoor P1.53 display."
PRJ-00037,1.64,4.92,8.07,P2,500,500,250,250,1:3,Indoor,1000,1920,500,1500,250,750,187500,0.188,1,3,3,4,12,0.31,1,3,No,Asynchronous (PC-free),Async Media Player/Card,Huidu,HD-C15C,C Series,390000,4096,1024,1,0,1,48.1,Door-top and window signs,Smallest economical controller with >=10% headroom: 0.19MP load vs 0.39MP capacity (48.1% utilization); width 250px <= 4096px and height 750px <= 1024px limits satisfied.,98,55,4620,https://www.huidu.cn/,https://www.huidu.cn/,Huidu,China,In Production,"The display resolution is 250 x 750 which equals 0.19 million pixels. Since the total pixel count fits within the Huidu HD-C15C capacity of 390,000 px with a 10% safety margin (load 48.1%), the AI recommends Huidu HD-C15C (1x 1G Ethernet, 0x fiber). 1 Ethernet port(s) and 3 receiving card(s) are required for the 3-cabinet indoor P2 display."
PRJ-00038,15.75,7.75,122.06,P1.25,600,337.5,300,168.75,2.03:1,Indoor,600,1920,4800,2362,3840,1890,7257600,7.258,8,7,56,4.0,224.0,12.019,1,56,Yes,Synchronous,Sync Sender/Processor,Huidu,HD-VP1620,HD-VP Series,10400000,16384,8192,16,2,1,69.8,Very large budget walls,Smallest economical controller with >=10% headroom: 7.26MP load vs 10.40MP capacity (69.8% utilization); width 3840px <= 16384px and height 1890px <= 8192px limits satisfied.,94,1950,163800,https://www.huidu.cn/,https://www.huidu.cn/,Huidu,China,In Production,"The display resolution is 3840 x 1890 which equals 7.26 million pixels. Since the total pixel count exceeds the usable capacity of Huidu HD-VP1220 (7,800,000 px) but fits within the Huidu HD-VP1620 capacity of 10,400,000 px with a 10% safety margin (load 69.8%), the AI recommends Huidu HD-VP1620 (16x 1G Ethernet, 2x fiber). 12 Ethernet port(s) and 56 receiving card(s) are required for the 56-cabinet indoor P1.25 display."
PRJ-00039,25.2,28.35,714.42,P10,1280,960,160,160,8:9,Outdoor,6000,1920,7680,8640,768,864,663552,0.664,6,9,54,48,2592,1.099,1,54,Yes,Asynchronous (PC-free),Async Media Player/Card,NovaStar,TB60,Taurus Series,2300000,4096,2048,4,0,1,28.9,DOOH needing live HDMI fallback,Smallest economical controller with >=10% headroom: 0.66MP load vs 2.30MP capacity (28.9% utilization); width 768px <= 4096px and height 864px <= 2048px limits satisfied.,99,640,53760,https://www.novastar.tech/products/,https://www.novastar.tech/downloads/,NovaStar,China,In Production,"The display resolution is 768 x 864 which equals 0.66 million pixels. Since the total pixel count exceeds the usable capacity of Huidu HD-D35 (650,000 px) but fits within the NovaStar TB60 capacity of 2,300,000 px with a 10% safety margin (load 28.9%), the AI recommends NovaStar TB60 (4x 1G Ethernet, 0x fiber). 2 Ethernet port(s) and 54 receiving card(s) are required for the 54-cabinet outdoor P10 display."
PRJ-00040,1.97,2.21,4.35,P0.9,600,337.5,300,168.75,8:9,Indoor,700,3840,600,675,667,750,500250,0.5,1,2,2,4.0,8.0,0.828,1,2,Yes,Synchronous,Sync Sender/Processor,Colorlight,X1,X Series,650000,4096,1080,1,0,1,77.0,"Door headers, small signage, tickers",Smallest economical controller with >=10% headroom: 0.50MP load vs 0.65MP capacity (77.0% utilization); width 667px <= 4096px and height 750px <= 1080px limits satisfied.,88,180,15120,https://en.colorlightinside.com/products/,https://en.colorlightinside.com/service/download/,Colorlight,China,In Production,"The display resolution is 667 x 750 which equals 0.50 million pixels. Since the total pixel count exceeds the usable capacity of Huidu HD-C10 (520,000 px) but fits within the Colorlight X1 capacity of 650,000 px with a 10% safety margin (load 77.0%), the AI recommends Colorlight X1 (1x 1G Ethernet, 0x fiber). 1 Ethernet port(s) and 2 receiving card(s) are required for the 2-cabinet indoor P0.9 display."
PRJ-00041,3.22,1.61,5.18,P1.53,490,490,245,245,2:1,Indoor,900,1920,980,490,641,320,205120,0.205,2,1,2,4,8,0.34,1,2,No,Asynchronous (PC-free),Async Media Player/Card,Huidu,HD-D15,D Series,300000,4096,512,1,0,1,68.4,"LED posters, shelf strips",Smallest economical controller with >=10% headroom: 0.20MP load vs 0.30MP capacity (68.4% utilization); width 641px <= 4096px and height 320px <= 512px limits satisfied.,96,45,3780,https://www.huidu.cn/,https://www.huidu.cn/,Huidu,China,In Production,"The display resolution is 641 x 320 which equals 0.20 million pixels. Since the total pixel count fits within the Huidu HD-D15 capacity of 300,000 px with a 10% safety margin (load 68.4%), the AI recommends Huidu HD-D15 (1x 1G Ethernet, 0x fiber). 1 Ethernet port(s) and 2 receiving card(s) are required for the 2-cabinet indoor P1.53 display."
PRJ-00042,4.92,6.56,32.28,P1.86,500,500,250,250,3:4,Indoor,600,1920,1500,2000,806,1075,866450,0.866,3,4,12,4,48,1.435,1,12,No,Asynchronous (PC-free),Async Media Player/Card,Huidu,HD-A30+,A Series,2300000,4096,2048,4,0,1,37.7,Larger cloud advertising networks,Smallest economical controller with >=10% headroom: 0.87MP load vs 2.30MP capacity (37.7% utilization); width 806px <= 4096px and height 1075px <= 2048px limits satisfied.,98,320,26880,https://www.huidu.cn/,https://www.huidu.cn/,Huidu,China,In Production,"The display resolution is 806 x 1075 which equals 0.87 million pixels. Since the total pixel count exceeds the usable capacity of Huidu HD-A602 (950,000 px) but fits within the Huidu HD-A30+ capacity of 2,300,000 px with a 10% safety margin (load 37.7%), the AI recommends Huidu HD-A30+ (4x 1G Ethernet, 0x fiber). 2 Ethernet port(s) and 12 receiving card(s) are required for the 12-cabinet indoor P1.86 display."
PRJ-00043,39.9,52.49,2094.35,P5,640,640,320,160,19:25,Outdoor,4700,3840,12160,16000,2432,3200,7782400,7.782,19,25,475,8,3800,12.888,1,475,Yes,Synchronous,Sync Sender/Processor,Huidu,HD-VP1620,HD-VP Series,10400000,16384,8192,16,2,1,74.8,Very large budget walls,Smallest economical controller with >=10% headroom: 7.78MP load vs 10.40MP capacity (74.8% utilization); width 2432px <= 16384px and height 3200px <= 8192px limits satisfied.,94,1950,163800,https://www.huidu.cn/,https://www.huidu.cn/,Huidu,China,In Production,"The display resolution is 2432 x 3200 which equals 7.78 million pixels. Since the total pixel count exceeds the usable capacity of Huidu HD-H4K (8,290,000 px) but fits within the Huidu HD-VP1620 capacity of 10,400,000 px with a 10% safety margin (load 74.8%), the AI recommends Huidu HD-VP1620 (16x 1G Ethernet, 2x fiber). 12 Ethernet port(s) and 475 receiving card(s) are required for the 475-cabinet outdoor P5 display."
PRJ-00044,35.7,33.6,1199.52,P10,640,640,160,160,17:16,Outdoor,8300,3840,10880,10240,1088,1024,1114112,1.114,17,16,272,16,4352,1.845,1,272,Yes,Synchronous,Sync Sender/Processor,NovaStar,VX1,VX Series,1300000,4096,2048,2,0,1,85.7,"Retail, meeting rooms, small stages",Smallest economical controller with >=10% headroom: 1.11MP load vs 1.30MP capacity (85.7% utilization); width 1088px <= 4096px and height 1024px <= 2048px limits satisfied.,91,520,43680,https://www.novastar.tech/products/,https://www.novastar.tech/downloads/,NovaStar,China,In Production,"The display resolution is 1088 x 1024 which equals 1.11 million pixels. Since the total pixel count exceeds the usable capacity of Huidu HD-A602 (950,000 px) but fits within the NovaStar VX1 capacity of 1,300,000 px with a 10% safety margin (load 85.7%), the AI recommends NovaStar VX1 (2x 1G Ethernet, 0x fiber). 2 Ethernet port(s) and 272 receiving card(s) are required for the 272-cabinet outdoor P10 display."
PRJ-00045,7.87,6.64,52.26,P0.9,600,675,150,168.75,32:27,Indoor,1000,3840,2400,2025,2667,2250,6000750,6.001,4,3,12,16.0,192.0,9.937,1,12,Yes,Synchronous,Sync Sender/Processor,Colorlight,X12,X Series,7800000,10240,8192,12,2,1,76.9,Large fixed installs,Smallest economical controller with >=10% headroom: 6.00MP load vs 7.80MP capacity (76.9% utilization); width 2667px <= 10240px and height 2250px <= 8192px limits satisfied.,92,1650,138600,https://en.colorlightinside.com/products/,https://en.colorlightinside.com/service/download/,Colorlight,China,In Production,"The display resolution is 2667 x 2250 which equals 6.00 million pixels. Since the total pixel count exceeds the usable capacity of Colorlight A800 (6,500,000 px) but fits within the Colorlight X12 capacity of 7,800,000 px with a 10% safety margin (load 76.9%), the AI recommends Colorlight X12 (12x 1G Ethernet, 2x fiber). 10 Ethernet port(s) and 12 receiving card(s) are required for the 12-cabinet indoor P0.9 display."
PRJ-00046,66.14,85.04,5624.55,P10,960,960,320,160,7:9,Outdoor,7500,3840,20160,25920,2016,2592,5225472,5.225,21,27,567,18,10206,8.653,1,567,Yes,Synchronous,Sync Sender/Processor,NovaStar,VX1000,VX Series,6500000,10240,8192,10,2,1,80.4,"Rental & staging, large corporate lobbies",Smallest economical controller with >=10% headroom: 5.22MP load vs 6.50MP capacity (80.4% utilization); width 2016px <= 10240px and height 2592px <= 8192px limits satisfied.,91,2450,205800,https://www.novastar.tech/products/,https://www.novastar.tech/downloads/,NovaStar,China,In Production,"The display resolution is 2016 x 2592 which equals 5.22 million pixels. Since the total pixel count exceeds the usable capacity of Huidu HD-VP820 (5,200,000 px) but fits within the NovaStar VX1000 capacity of 6,500,000 px with a 10% safety margin (load 80.4%), the AI recommends NovaStar VX1000 (10x 1G Ethernet, 2x fiber). 9 Ethernet port(s) and 567 receiving card(s) are required for the 567-cabinet outdoor P10 display."
PRJ-00047,2.1,1.57,3.3,P1.53,640,480,320,160,4:3,Indoor,800,3840,640,480,418,314,131252,0.131,1,1,1,6,6,0.217,1,1,No,Synchronous,Sync Sender/Processor,Huidu,HD-VP210,HD-VP Series,1300000,4096,2048,2,0,1,10.1,"Budget signage, small shops, rental basics",Smallest economical controller with >=10% headroom: 0.13MP load vs 1.30MP capacity (10.1% utilization); width 418px <= 4096px and height 314px <= 2048px limits satisfied.,98,260,21840,https://www.huidu.cn/,https://www.huidu.cn/,Huidu,China,In Production,"The display resolution is 418 x 314 which equals 0.13 million pixels. Since the total pixel count fits within the Huidu HD-VP210 capacity of 1,300,000 px with a 10% safety margin (load 10.1%), the AI recommends Huidu HD-VP210 (2x 1G Ethernet, 0x fiber). 1 Ethernet port(s) and 1 receiving card(s) are required for the 1-cabinet indoor P1.53 display."
PRJ-00048,22.05,25.2,555.66,P6,960,960,192,192,7:8,Outdoor,4500,3840,6720,7680,1120,1280,1433600,1.434,7,8,56,25,1400,2.374,1,56,Yes,Asynchronous (PC-free),Async Media Player/Card,Huidu,HD-A7,A Series,2300000,4096,2048,4,0,1,62.3,Larger DOOH and storefront walls,Smallest economical controller with >=10% headroom: 1.43MP load vs 2.30MP capacity (62.3% utilization); width 1120px <= 4096px and height 1280px <= 2048px limits satisfied.,95,360,30240,https://www.huidu.cn/,https://www.huidu.cn/,Huidu,China,In Production,"The display resolution is 1120 x 1280 which equals 1.43 million pixels. Since the total pixel count exceeds the usable capacity of Colorlight S2 (1,310,000 px) but fits within the Huidu HD-A7 capacity of 2,300,000 px with a 10% safety margin (load 62.3%), the AI recommends Huidu HD-A7 (4x 1G Ethernet, 0x fiber). 3 Ethernet port(s) and 56 receiving card(s) are required for the 56-cabinet outdoor P6 display."
PRJ-00049,7.87,2.21,17.39,P1.25,600,675,150,168.75,32:9,Indoor,900,3840,2400,675,1920,540,1036800,1.037,4,1,4,16.0,64.0,1.717,1,4,No,Synchronous,Sync Sender/Processor,NovaStar,MCTRL660 Pro,MCTRL Series,2300000,4096,4096,6,2,1,45.1,Fixed installs needing fiber runs,Smallest economical controller with >=10% headroom: 1.04MP load vs 2.30MP capacity (45.1% utilization); width 1920px <= 4096px and height 540px <= 4096px limits satisfied.,97,780,65520,https://www.novastar.tech/products/,https://www.novastar.tech/downloads/,NovaStar,China,In Production,"The display resolution is 1920 x 540 which equals 1.04 million pixels. Since the total pixel count exceeds the usable capacity of Huidu HD-A602 (950,000 px) but fits within the NovaStar MCTRL660 Pro capacity of 2,300,000 px with a 10% safety margin (load 45.1%), the AI recommends NovaStar MCTRL660 Pro (6x 1G Ethernet, 2x fiber). 2 Ethernet port(s) and 4 receiving card(s) are required for the 4-cabinet indoor P1.25 display."
